region,MM,PDR,color
chr19-11924099-11925297,0.153141,0.128968,green
chr19-11975772-11976970,0.888489,0.257576,green
chr19-11997670-11998868,0.278879,0.240506,red
chr19-12034883-12036081,0.022718,0.0863747,red
chr19-12034890-12036088,0.022718,0.0863747,red
chr19-12074869-12076067,0.0797042,0.190358,red
chr19-12146327-12147525,0.185561,0.238592,red
chr19-12163556-12164754,0.325223,0.185629,green
chr19-12163584-12164782,0.370677,0.200795,green
chr19-12174514-12175712,0.350626,0.249064,green
chr19-12202078-12203276,0.438578,0.324955,red
chr19-12251024-12252222,0.025487,0.116041,red
chr19-12267346-12268544,0.383725,0.194726,green
chr19-12272879-12274077,0.191119,0.262042,red
chr19-12405430-12406628,0.176285,0.197531,red
chr19-12444304-12445502,0.210386,0.129032,green
chr19-12476249-12477447,0.0402972,0.101911,red
chr19-12511887-12513085,0.257894,0.340517,red
chr19-12511890-12513088,0.25922,0.341991,red
chr19-12551698-12552896,0.148967,0.24635,red
chr19-12551728-12552926,0.158277,0.252354,red
chr19-12595432-12596630,0.0718241,0.0676983,green
chr19-12595445-12596643,0.0760887,0.0676983,green
chr19-12662145-12663343,0.0412371,0.131439,red
chr19-12720732-12721930,0.040994,0.111675,red
chr19-12721419-12722617,0.0120922,0.0519288,red
chr19-12776614-12777812,0.0539455,0.172256,red
chr19-12777358-12778556,0.152849,0.0991189,green
chr19-12780013-12781211,0.0222457,0.130137,red
chr19-12781972-12783170,0.822948,0.468697,red
chr19-12792518-12793716,0.307328,0.34955,red
chr19-12807259-12808457,0.258962,0.168776,green
chr19-12834612-12835810,0.436816,0.277696,green
chr19-12845391-12846589,0.364639,0.438083,red
chr19-12846953-12848151,0.391723,0.379896,red
chr19-12861516-12862714,0.491835,0.55711,red
chr19-12886139-12887337,0.34269,0.301127,red
chr19-12901310-12902508,0.0703497,0.0634058,green
chr19-12912475-12913673,0.116153,0.232704,red
chr19-12916394-12917592,0.28325,0.444079,red
chr19-12946032-12947230,0.113292,0.439586,blue
chr19-12948348-12949546,0.138758,0.372168,red
chr19-12992084-12993282,0.107803,0.235756,red
chr19-12997797-12998995,0.756385,0.657658,red
chr19-13000840-13002038,0.185185,0.169065,green
chr19-13029892-13031090,0.198581,0.372943,red
chr19-13044331-13045529,0.185755,0.193622,red
chr19-13048421-13049619,0.0122667,0.0987654,red
chr19-13055702-13056900,0.142259,0.354662,red
chr19-13067852-13069050,0.133618,0.271341,red
chr19-13079296-13080494,0.786824,0.534039,red
chr19-13105422-13106620,0.114463,0.410982,blue
chr19-13213483-13214681,0.0649979,0.18299,red
chr19-13228151-13229349,0.0368105,0.248915,blue
chr19-13228183-13229381,0.0348597,0.237311,red
chr19-13260854-13262052,0.00887199,0.0472103,red
chr19-13261789-13262987,0.00788573,0.0487421,red
chr19-13616840-13618038,0.0674986,0.361702,blue
chr19-13841574-13842772,0.150624,0.282953,red
chr19-13874363-13875561,0.358696,0.342593,red
chr19-13883982-13885180,0.426336,0.392573,red
chr19-13905274-13906472,0.0102589,0.0987654,red
chr19-13987061-13988259,0.789538,0.555556,red
chr19-14016014-14017212,0.198211,0.415129,red
chr19-14016780-14017978,0.0640902,0.231461,red
chr19-14049091-14050289,0.497994,0.391089,red
chr19-14062304-14063502,0.23699,0.398824,red
chr19-14116899-14118097,0.00663742,0.0778443,red
chr19-14137960-14139158,0.792971,0.636943,red
chr19-14141560-14142758,0.262818,0.207006,green
chr19-14169773-14170971,0.310965,0.533569,red
chr19-14201322-14202520,0.00803311,0.090604,red
chr19-14228358-14229556,0.0085253,0.104012,red
chr19-14247570-14248768,0.0373246,0.176614,red
chr19-14316801-14317999,0.00722126,0.116095,red
chr19-14491256-14492454,0.0977855,0.17759,red
chr19-14529981-14531179,0.242266,0.244966,red
chr19-14550072-14551270,0.614363,0.564103,red
chr19-14585976-14587174,0.237041,0.435583,red
chr19-14606746-14607944,0.0966045,0.271945,red
chr19-14629034-14630232,0.225107,0.396,red
chr19-14639372-14640570,0.124287,0.317442,red
chr19-14682676-14683874,0.221364,0.25222,red
chr19-14692935-14694133,0.817442,0.352159,green
chr19-14785485-14786683,0.701827,0.461538,red
chr19-14799913-14801111,0.0505543,0.178117,red
chr19-14889151-14890349,0.538384,0.636364,red
chr19-14910825-14912023,0.782648,0.512,red
chr19-14945762-14946960,0.513228,0.636364,red
chr19-14952491-14953689,0.857947,0.314961,green
chr19-15051301-15052499,0.8461,0.501931,red
chr19-15083532-15084730,0.807311,0.687117,red
chr19-15120556-15121754,0.373978,0.537615,red
chr19-15159195-15160393,0.680337,0.373541,green
chr19-15196791-15197989,0.779962,0.609813,red
chr19-15217214-15218412,0.218053,0.287599,red
chr19-15236398-15237596,0.0166446,0.0660377,red
chr19-15311594-15312792,0.400076,0.447217,red
chr19-15343045-15344243,0.216601,0.604361,blue
chr19-15391064-15392262,0.307077,0.183908,green
chr19-15490405-15491603,0.0201837,0.145396,red
chr19-15529667-15530865,0.048029,0.163324,red
chr19-15560564-15561762,0.152878,0.384106,red
chr19-15575184-15576382,0.35028,0.25,green
chr19-15590465-15591663,0.534191,0.392308,red
chr19-15618304-15619502,0.216225,0.492505,blue
chr19-15750710-15751908,0.49786,0.459016,red
chr19-15782567-15783765,0.398661,0.552239,red
chr19-15837834-15839032,0.742127,0.725581,red
chr19-15903761-15904959,0.771493,0.5,red
chr19-15918738-15919936,0.863664,0.456973,red
chr19-16045447-16046645,0.277559,0.471698,red
chr19-16177348-16178546,0.38741,0.368298,red
chr19-16221439-16222637,0.183923,0.383358,red
chr19-16253505-16254703,0.505296,0.486765,red
chr19-16284138-16285336,0.569937,0.612613,red
chr19-16295229-16296427,0.379059,0.403599,red
chr19-16307745-16308943,0.0810292,0.124402,red
chr19-16434628-16435826,0.103476,0.166078,red
chr19-16582625-16583823,0.129719,0.196078,red
chr19-16606122-16607320,0.167376,0.242308,red
chr19-16606805-16608003,0.14336,0.300518,red
chr19-16653143-16654341,0.0120109,0.0647948,red
chr19-16682995-16684193,0.0281811,0.171563,red
chr19-16738817-16740015,0.004995,0.0747664,red
chr19-16738819-16740017,0.004995,0.0747664,red
chr19-16770770-16771968,0.00849924,0.0819672,red
chr19-16770938-16772136,0.00943279,0.0923567,red
chr19-16829791-16830989,0.412698,0.413495,red
chr19-16939218-16940416,0.37062,0.341158,red
chr19-16998671-16999869,0.42921,0.508658,red
chr19-17137427-17138625,0.0893146,0.361233,blue
chr19-17185591-17186789,0.00584975,0.0779896,red
chr19-17186225-17187423,0.00775959,0.0714286,red
chr19-17325168-17326366,0.137729,0.210626,red
chr19-17356551-17357749,0.0255488,0.18267,red
chr19-17375407-17376605,0.771454,0.481567,red
chr19-17377195-17378393,0.255407,0.188285,green
chr19-17391454-17392652,0.356286,0.434494,red
chr19-17414084-17415282,0.201857,0.426984,red
chr19-17415477-17416675,0.0861545,0.138568,red
chr19-17419340-17420538,0.351355,0.374339,red
chr19-17445440-17446638,0.15876,0.372236,red
chr19-17447364-17448562,0.0118416,0.0637312,red
chr19-17487961-17489159,0.550705,0.71504,red
chr19-17516259-17517457,0.425261,0.34466,red
chr19-17528890-17530088,0.803727,0.496269,red
chr19-17559178-17560376,0.187528,0.450739,red
chr19-17571415-17572613,0.855866,0.48913,red
chr19-17571565-17572763,0.858547,0.483083,red
chr19-17580253-17581451,0.00703675,0.0729927,red
chr19-17621438-17622636,0.0542489,0.155026,red
chr19-17665403-17666601,0.146763,0.301226,red
chr19-17798810-17800008,0.0830682,0.36758,blue
chr19-17829161-17830359,0.17031,0.206226,red
chr19-17857527-17858725,0.315627,0.40613,red
chr19-17904919-17906117,0.239488,0.396092,red
chr19-17932185-17933383,0.82187,0.599237,red
chr19-17958643-17959841,0.378319,0.4,red
chr19-17969685-17970883,0.145857,0.355769,red
chr19-17981782-17982980,0.290739,0.404605,red
chr19-18044905-18046103,0.817829,0.511494,red
chr19-18061102-18062300,0.0214524,0.134897,red
chr19-18117977-18119175,0.0447262,0.181189,red
chr19-18207603-18208801,0.369644,0.503371,red
chr19-18209556-18210754,0.277711,0.393195,red
chr19-18262928-18264126,0.0206039,0.119565,red
chr19-18283477-18284675,0.16998,0.38961,red
chr19-18302992-18304190,0.0049505,0.0497449,red
chr19-18314686-18315884,0.00515381,0.0610236,red
chr19-18366031-18367229,0.338925,0.424107,red
chr19-18385121-18386319,0.400057,0.322581,red
chr19-18392234-18393432,0.0234477,0.142589,red
chr19-18433886-18435084,0.0534144,0.12724,red
chr19-18450397-18451595,0.0893842,0.405213,blue
chr19-18495968-18497166,0.451222,0.555035,red
chr19-18508229-18509427,0.335463,0.548936,red
chr19-18529165-18530363,0.0559225,0.306849,blue
chr19-18548913-18550111,0.165473,0.329975,red
chr19-18632739-18633937,0.0612373,0.167293,red
chr19-18654272-18655470,0.0217544,0.108434,red
chr19-18668922-18670120,0.169936,0.178862,red
chr19-18681670-18682868,0.177131,0.322704,red
chr19-18698535-18699733,0.266198,0.343214,red
chr19-18717240-18718438,0.0219111,0.229692,blue
chr19-18717462-18718660,0.019432,0.212528,blue
chr19-18746775-18747973,0.0294979,0.12,red
chr19-18793488-18794686,0.136787,0.245833,red
chr19-18901925-18903123,0.264017,0.60095,blue
chr19-18941747-18942945,0.225295,0.457849,red
chr19-19006707-19007905,0.0696302,0.366337,blue
chr19-19006755-19007953,0.11379,0.386047,blue
chr19-19029484-19030682,0.0501407,0.179679,red
chr19-19030008-19031206,0.00832043,0.0721649,red
chr19-19050246-19051444,0.105967,0.13289,red
chr19-19143387-19144585,0.0215595,0.121083,red
chr19-19144634-19145832,0.238978,0.280788,red
chr19-19173808-19175006,0.0806279,0.254688,red
chr19-19249104-19250302,0.194266,0.150485,green
chr19-19302039-19303237,0.0414481,0.123188,red
chr19-19302742-19303940,0.00449169,0.0455927,red
chr19-19302769-19303967,0.00451763,0.0451237,red
chr19-19303200-19304398,0.108103,0.167197,red
chr19-19314035-19315233,0.270329,0.400922,red
chr19-19321782-19322980,0.281304,0.690941,blue
chr19-19373407-19374605,0.35325,0.593443,red
chr19-19383899-19385097,0.326422,0.558394,red
chr19-19430490-19431688,0.0334293,0.144785,red
chr19-19431455-19432653,0.0289732,0.158949,red
chr19-19495642-19496840,0.0571097,0.28553,red
chr19-19625564-19626762,0.714249,0.632603,red
chr19-19626036-19627234,0.366389,0.390869,red
chr19-19626640-19627838,0.103459,0.294433,red
chr19-19638704-19639902,0.814807,0.491682,red
chr19-19648074-19649272,0.198209,0.461538,red
chr19-19729527-19730725,0.222602,0.486679,red
chr19-19739541-19740739,0.374728,0.422705,red
chr19-19754278-19755476,0.225403,0.29901,red
chr19-19774304-19775502,0.0628339,0.139616,red
chr19-19778663-19779861,0.255379,0.275,red
chr19-19843708-19844906,0.15716,0.201626,red
chr19-19932362-19933560,0.0987654,0.0858369,green
chr19-19975714-19976912,0.414228,0.327212,red
chr19-20010870-20012068,0.00673767,0.0368852,red
chr19-20150117-20151315,0.393904,0.144904,green
chr19-20187830-20189028,0.435321,0.166292,green
chr19-20277083-20278281,0.245925,0.063197,green
chr19-20748343-20749541,0.189515,0.0231214,green
chr19-20844201-20845399,0.445989,0.140584,green
chr19-20958231-20959429,0.0666481,0.0282353,green
chr19-21105094-21106292,0.0913447,0.0422535,green
chr19-21202426-21203624,0.182228,0.311927,red
chr19-21264006-21265204,0.616653,0.243961,green
chr19-21323843-21325041,0.139785,0.115502,green
chr19-21512014-21513212,0.5905,0.252351,green
chr19-21540732-21541930,0.539273,0.261803,green
chr19-21578931-21580129,0.393761,0.227953,green
chr19-21687366-21688564,0.219078,0.0310881,green
chr19-21950232-21951430,0.152088,0.0223048,green
chr19-22018812-22020010,0.0178042,0.0663717,red
chr19-22193547-22194745,0.463964,0.435374,red
chr19-22234291-22235489,0.448506,0.40566,red
chr19-22379555-22380753,0.684628,0.9,red
chr19-22468210-22469408,0.376942,0.623574,red
chr19-22604950-22606148,0.606169,0.464773,red
chr19-22816126-22817324,0.211009,0.264706,red
chr19-22966711-22967909,0.304605,0.571174,red
chr19-23185780-23186978,0.462127,0.579781,red
chr19-23298777-23299975,0.305334,0.370536,red
chr19-23432964-23434162,0.131857,0.0818182,green
chr19-23578164-23579362,0.520716,0.211896,green
chr19-23869806-23871004,0.132829,0.0225564,green
chr19-23941495-23942693,0.462665,0.284768,green
chr19-24096692-24097890,0.406044,0.298434,green
chr19-24268995-24270193,0.561869,0.216814,green
chr19-29704250-29705448,0.146991,0.179402,red
chr19-30016406-30017604,0.0357993,0.243194,red
chr19-30093924-30095122,0.818278,0.3125,green
chr19-30154963-30156161,0.300329,0.296703,red
chr19-30205765-30206963,0.0227474,0.158103,red
chr19-30301805-30303003,0.117439,0.363139,red
chr19-30432158-30433356,0.156163,0.163415,red
chr19-30862319-30863517,0.66021,0.604027,red
chr19-31840255-31841453,0.0332599,0.166667,red
chr19-32835500-32836698,0.296445,0.331461,red
chr19-32896031-32897229,0.00575598,0.0925414,red
chr19-33070974-33072172,0.09085,0.203579,red
chr19-33165313-33166511,0.00594237,0.0813559,red
chr19-33165907-33167105,0.0142112,0.143491,red
chr19-33181867-33183065,0.0650179,0.194,red
chr19-33209979-33211177,0.913235,0.418312,red
chr19-33360474-33361672,0.75445,0.575949,red
chr19-33462156-33463354,0.0470852,0.214043,red
chr19-33462671-33463869,0.167995,0.179361,red
chr19-33555596-33556794,0.291958,0.587459,blue
chr19-33570786-33571984,0.305434,0.316623,red
chr19-33684490-33685688,0.0721143,0.308642,red
chr19-33716558-33717756,0.0924779,0.476764,blue
chr19-33793272-33794470,0.0152432,0.118098,red
chr19-33863236-33864434,0.214005,0.325033,red
chr19-34012502-34013700,0.148265,0.307071,red
chr19-34174434-34175632,0.331605,0.526775,red
chr19-34288291-34289489,0.0923022,0.18598,red
chr19-34662471-34663669,0.0391429,0.111111,red
chr19-34854645-34855843,0.488809,0.465447,red
chr19-34894289-34895487,0.144292,0.184143,red
chr19-34918268-34919466,0.307284,0.405085,red
chr19-34971543-34972741,0.253256,0.535714,blue
chr19-35166406-35167604,0.927088,0.305243,red
chr19-35167583-35168781,0.0518563,0.104478,red
chr19-35224854-35226052,0.0497299,0.125721,red
chr19-35263922-35265120,0.176632,0.166667,green
chr19-35416807-35418005,0.315418,0.180887,green
chr19-35454755-35455953,0.13679,0.134831,green
chr19-35490191-35491389,0.0517035,0.174603,red
chr19-35520725-35521923,0.0418444,0.28655,blue
chr19-35530410-35531608,0.321481,0.677249,blue
chr19-35606166-35607364,0.47393,0.363636,red
chr19-35625906-35627104,0.157357,0.186441,red
chr19-35629926-35631124,0.540298,0.578947,red
chr19-35633154-35634352,0.157851,0.381579,red
chr19-35644676-35645874,0.0111192,0.0772059,red
chr19-35719434-35720632,0.838543,0.522546,red
chr19-35738623-35739821,0.00658068,0.0667727,red
chr19-35758968-35760166,0.00492091,0.108434,red
chr19-35770619-35771817,0.614043,0.716216,red
chr19-35782028-35783226,0.552189,0.610759,red
chr19-35819090-35820288,0.716995,0.473016,red
chr19-35841445-35842643,0.855885,0.578125,red
chr19-35848362-35849560,0.548051,0.621212,red
chr19-35860831-35862029,0.830749,0.464286,red
chr19-35938203-35939401,0.803475,0.508475,red
chr19-35981235-35982433,0.695865,0.572917,red
chr19-36004356-36005554,0.288057,0.568528,red
chr19-36019014-36020212,0.66985,0.619883,red
chr19-36023314-36024512,0.604039,0.819512,red
chr19-36035497-36036695,0.060526,0.241319,red
chr19-36054362-36055560,0.671801,0.747788,red
chr19-36102672-36103870,0.178812,0.264516,red
chr19-36118951-36120149,0.0617779,0.149068,red
chr19-36131647-36132845,0.495765,0.413793,red
chr19-36138125-36139323,0.387881,0.399171,red
chr19-36156715-36157913,0.701938,0.675141,red
chr19-36194429-36195627,0.629227,0.694397,red
chr19-36207921-36209119,0.00560748,0.0795229,red
chr19-36233150-36234348,0.712802,0.347222,green
chr19-36235015-36236213,0.284802,0.302671,red
chr19-36235579-36236777,0.0123801,0.066838,red
chr19-36236135-36237333,0.0166852,0.070229,red
chr19-36236148-36237346,0.0168,0.0706605,red
chr19-36238262-36239460,0.397944,0.231908,green
chr19-36248782-36249980,0.15303,0.266741,red
chr19-36265477-36266675,0.17069,0.47971,blue
chr19-36304003-36305201,0.819842,0.603175,red
chr19-36342541-36343739,0.598983,0.615132,red
chr19-36346824-36348022,0.0237187,0.128405,red
chr19-36358347-36359545,0.13239,0.189573,red
chr19-36391354-36392552,0.0815315,0.202166,red
chr19-36392382-36393580,0.401879,0.625,red
chr19-36398999-36400197,0.685577,0.656716,red
chr19-36425452-36426650,0.626949,0.596296,red
chr19-36485090-36486288,0.162024,0.337094,red
chr19-36499497-36500695,0.137984,0.336735,red
chr19-36504943-36506141,0.0695249,0.0740072,green
chr19-36523597-36524795,0.523103,0.438849,red
chr19-36544839-36546037,0.00517832,0.0691299,red
chr19-36545466-36546664,0.013108,0.0994318,red
chr19-36601105-36602303,0.879376,0.433225,red
chr19-36604888-36606086,0.0295852,0.129071,red
chr19-36606050-36607248,0.0449098,0.141509,red
chr19-36629477-36630675,0.226727,0.315294,red
chr19-36643573-36644771,0.686287,0.305857,green
chr19-36704504-36705702,0.112795,0.146959,red
chr19-36705785-36706983,0.0135665,0.076716,red
chr19-36869903-36871101,0.260025,0.335043,red
chr19-36909360-36910558,0.107898,0.164948,red
chr19-36980265-36981463,0.0667252,0.095729,green
chr19-37019364-37020562,0.0947385,0.12098,red
chr19-37063956-37065154,0.0312986,0.136638,red
chr19-37095221-37096419,0.0561103,0.156757,red
chr19-37157541-37158739,0.163869,0.216285,red
chr19-37263518-37264716,0.0474917,0.126615,red
chr19-37329088-37330286,0.0804181,0.228045,red
chr19-37341065-37342263,0.0095638,0.0435754,red
chr19-37406243-37407441,0.153754,0.271984,red
chr19-37406725-37407923,0.0393275,0.150713,red
chr19-37568382-37569580,0.0269857,0.0780985,red
chr19-37663417-37664615,0.150771,0.0674374,green
chr19-37701253-37702451,0.25781,0.276204,red
chr19-37708182-37709380,0.0350801,0.0416089,red
chr19-37824580-37825778,0.231717,0.38331,red
chr19-37861063-37862261,0.0702446,0.177198,red
chr19-37958141-37959339,0.393334,0.438561,red
chr19-37958982-37960180,0.401973,0.436575,red
chr19-38013307-38014505,0.914676,0.209524,green
chr19-38041308-38042506,0.385807,0.539384,red
chr19-38085474-38086672,0.0375503,0.127742,red
chr19-38146115-38147313,0.0218362,0.0804878,red
chr19-38183025-38184223,0.296529,0.325664,red
chr19-38209828-38211026,0.02,0.112977,red
chr19-38210493-38211691,0.224534,0.144509,green
chr19-38264193-38265391,0.954545,0.225806,green
chr19-38396868-38398066,0.0190808,0.16723,red
chr19-38714692-38715890,0.151068,0.248609,red
chr19-38747033-38748231,0.343232,0.596,red
chr19-38754098-38755296,0.0846457,0.150442,red
chr19-38793801-38794999,0.479929,0.419355,red
chr19-38806405-38807603,0.0620962,0.0901288,green
chr19-38809484-38810682,0.124789,0.3698,red
chr19-38825415-38826613,0.265726,0.467557,red
chr19-38864176-38865374,0.299232,0.249551,red
chr19-38878468-38879666,0.01478,0.134615,red
chr19-38879840-38881038,0.221179,0.340491,red
chr19-38892775-38893973,0.238058,0.3543,red
chr19-38916604-38917802,0.606266,0.617537,red
chr19-38923470-38924668,0.351994,0.505155,red
chr19-39108366-39109564,0.102195,0.259027,red
chr19-39108737-39109935,0.0327405,0.144444,red
chr19-39137310-39138508,0.254702,0.35514,red
chr19-39234916-39236114,0.729047,0.692063,red
chr19-39263934-39265132,0.675549,0.475728,red
chr19-39278851-39280049,0.520042,0.398104,red
chr19-39303806-39305004,0.847065,0.423529,red
chr19-39322447-39323645,0.388951,0.369952,red
chr19-39340775-39341973,0.00567595,0.0436075,red
chr19-39368721-39369919,0.547816,0.513793,red
chr19-39389639-39390837,0.00944543,0.0615213,red
chr19-39390265-39391463,0.0160822,0.0473083,red
chr19-39402600-39403798,0.45954,0.742857,red
chr19-39420594-39421792,0.0124658,0.0847914,red
chr19-39421203-39422401,0.0352362,0.145278,red
chr19-39466352-39467550,0.298306,0.422901,red
chr19-39523038-39524236,0.194824,0.40625,red
chr19-39573945-39575143,0.0279196,0.139423,red
chr19-39615454-39616652,0.221497,0.338053,red
chr19-39686601-39687799,0.10425,0.439759,blue
chr19-39694708-39695906,0.343659,0.698454,red
chr19-39735448-39736646,0.794629,0.551724,red
chr19-39758154-39759352,0.821256,0.578947,red
chr19-39785965-39787163,0.828358,0.391176,red
chr19-39805778-39806976,0.929117,0.379913,red
chr19-39826627-39827825,0.702404,0.426357,red
chr19-39832108-39833306,0.0051592,0.0603448,red
chr19-39880951-39882149,0.017571,0.0644699,red
chr19-39881637-39882835,0.0976502,0.302303,red
chr19-39896453-39897651,0.0570297,0.125858,red
chr19-39902225-39903423,0.00839564,0.0453074,red
chr19-39926390-39927588,0.0613148,0.27182,red
chr19-39931283-39932481,0.610922,0.642857,red
chr19-39970052-39971250,0.345543,0.360877,red
chr19-39988608-39989806,0.0229648,0.13705,red
chr19-40004753-40005951,0.259365,0.289474,red
chr19-40023296-40024494,0.104994,0.0833333,green
chr19-40030672-40031870,0.158103,0.262172,red
chr19-40228470-40229668,0.542841,0.857143,red
chr19-40266235-40267433,0.816147,0.411523,red
chr19-40324076-40325274,0.101852,0.26475,red
chr19-40336856-40338054,0.137224,0.18797,red
chr19-40440335-40441533,0.829666,0.254545,green
chr19-40475912-40477110,0.0668633,0.140541,red
chr19-40501983-40503181,0.0268301,0.0710059,red
chr19-40561918-40563116,0.0966053,0.0829876,green
chr19-40596647-40597845,0.0682555,0.045977,green
chr19-40696651-40697849,0.00470769,0.0709459,red
chr19-40724108-40725306,0.204955,0.486175,blue
chr19-40791104-40792302,0.130722,0.231358,red
chr19-40853592-40854790,0.0172889,0.0655172,red
chr19-40854236-40855434,0.0531282,0.171731,red
chr19-40895896-40897094,0.865795,0.436585,red
chr19-40919075-40920273,0.58061,0.595174,red
chr19-40931734-40932932,0.179977,0.160976,green
chr19-40950414-40951612,0.168506,0.247368,red
chr19-40971148-40972346,0.025179,0.13076,red
chr19-40971549-40972747,0.0510414,0.241003,red
chr19-41081757-41082955,0.0446301,0.179907,red
chr19-41102141-41103339,0.246386,0.477231,red
chr19-41196358-41197556,0.0540587,0.233796,red
chr19-41222008-41223206,0.00437524,0.0429752,red
chr19-41222592-41223790,0.00848245,0.0664653,red
chr19-41255764-41256962,0.0522644,0.132262,red
chr19-41280282-41281480,0.830481,0.415929,red
chr19-41283121-41284319,0.00589843,0.0568862,red
chr19-41304450-41305648,0.011498,0.0938967,red
chr19-41496204-41497402,0.770758,0.677852,red
chr19-41619337-41620535,0.621898,0.428571,red
chr19-41697954-41699152,0.120299,0.234973,red
chr19-41724108-41725306,0.32873,0.327824,red
chr19-41769236-41770434,0.00890448,0.0473313,red
chr19-41815094-41816292,0.0300696,0.147586,red
chr19-41859618-41860816,0.455758,0.383966,red
chr19-41869880-41871078,0.18576,0.0893617,green
chr19-41881129-41882327,0.637673,0.454795,red
chr19-41881662-41882860,0.294286,0.387606,red
chr19-41902365-41903563,0.0767769,0.171629,red
chr19-41903186-41904384,0.00901697,0.0364026,red
chr19-41945246-41946444,0.133613,0.235632,red
chr19-42133244-42134442,0.398258,0.506494,red
chr19-42192098-42193296,0.668153,0.621622,red
chr19-42211537-42212735,0.589552,0.821053,red
chr19-42299369-42300567,0.590074,0.775,red
chr19-42348118-42349316,0.869106,0.506211,red
chr19-42348538-42349736,0.867893,0.468439,red
chr19-42362988-42364186,0.0290038,0.0514139,red
chr19-42387515-42388713,0.00916696,0.0860927,red
chr19-42463344-42464542,0.254418,0.190053,green
chr19-42498184-42499382,0.201,0.377637,red
chr19-42569724-42570922,0.657426,0.48062,red
chr19-42573518-42574716,0.275272,0.584071,blue
chr19-42636381-42637579,0.0459874,0.195578,red
chr19-42723423-42724621,0.343346,0.327654,red
chr19-42724077-42725275,0.0074982,0.0566038,red
chr19-42746547-42747745,0.00841393,0.0639535,red
chr19-42759086-42760284,0.0110487,0.090566,red
chr19-42759111-42760309,0.0109737,0.0891473,red
chr19-42787817-42789015,0.00680597,0.111111,red
chr19-42806731-42807929,0.381149,0.32549,red
chr19-42811926-42813124,0.930747,0.364865,red
chr19-42816488-42817686,0.240087,0.426587,red
chr19-42828761-42829959,0.0261217,0.164138,red
chr19-42894241-42895439,0.491914,0.588608,red
chr19-42931380-42932578,0.87619,0.270833,green
chr19-42947002-42948200,0.587246,0.313953,green
chr19-43032463-43033661,0.410973,0.394366,red
chr19-43098884-43100082,0.66763,0.686747,red
chr19-43244523-43245721,0.687717,0.666667,red
chr19-43269633-43270831,0.775572,0.458333,red
chr19-43421791-43422989,0.787542,0.53719,red
chr19-43530430-43531628,0.743125,0.455285,red
chr19-43586622-43587820,0.818128,0.463158,red
chr19-43690490-43691688,0.788802,0.584337,red
chr19-43709728-43710926,0.643236,0.759259,red
chr19-43773482-43774680,0.832487,0.523364,red
chr19-43904648-43905846,0.82586,0.427083,red
chr19-43969614-43970812,0.515136,0.40991,red
chr19-44008889-44010087,0.394376,0.111801,green
chr19-44031198-44032396,0.109725,0.212121,red
chr19-44036356-44037554,0.131283,0.248139,red
chr19-44079960-44081158,0.461112,0.407035,red
chr19-44084189-44085387,0.260766,0.334012,red
chr19-44099757-44100955,0.00637099,0.0613333,red
chr19-44100089-44101287,0.016093,0.0676692,red
chr19-44123828-44125026,0.107122,0.181319,red
chr19-44143793-44144991,0.0401869,0.239748,red
chr19-44174304-44175502,0.226773,0.28483,red
chr19-44219162-44220360,0.811192,0.483986,red
chr19-44258944-44260142,0.0859822,0.211488,red
chr19-44285211-44286409,0.451934,0.526171,red
chr19-44306415-44307613,0.6771,0.632353,red
chr19-44330444-44331642,0.296589,0.445087,red
chr19-44439213-44440411,0.048771,0.0700637,green
chr19-44454397-44455595,0.160344,0.187943,red
chr19-44487346-44488544,0.10655,0.0954357,green
chr19-44506100-44507298,0.113877,0.0799397,green
chr19-44528506-44529704,0.294861,0.128947,green
chr19-44528552-44529750,0.270851,0.127182,green
chr19-44555162-44556360,0.0930599,0.25265,red
chr19-44575297-44576495,0.150864,0.18693,red
chr19-44597545-44598743,0.0454858,0.0834951,red
chr19-44616511-44617709,0.0210172,0.0826033,red
chr19-44644759-44645957,0.109928,0.091314,green
chr19-44668308-44669506,0.0748055,0.0367647,green
chr19-44715691-44716889,0.149038,0.273267,red
chr19-44763076-44764274,0.187515,0.310078,red
chr19-44808980-44810178,0.366323,0.345477,red
chr19-44860634-44861832,0.228515,0.375932,red
chr19-44905557-44906755,0.246235,0.328467,red
chr19-44905576-44906774,0.257077,0.325581,red
chr19-44952467-44953665,0.164532,0.326226,red
chr19-45004376-45005574,0.167725,0.322157,red
chr19-45115940-45117138,0.786756,0.565421,red
chr19-45146098-45147296,0.252855,0.350746,red
chr19-45173994-45175192,0.727524,0.346939,green
chr19-45201421-45202619,0.798329,0.549618,red
chr19-45250804-45252002,0.0068323,0.0656109,red
chr19-45280126-45281324,0.337306,0.437137,red
chr19-45311360-45312558,0.0472618,0.271318,blue
chr19-45348783-45349981,0.0172483,0.113074,red
chr19-45393493-45394691,0.00907618,0.0776081,red
chr19-45408011-45409209,0.300984,0.549669,red
chr19-45416504-45417702,0.542766,0.746535,red
chr19-45444495-45445693,0.892644,0.404412,red
chr19-45444495-45445693,0.892644,0.404412,red
chr19-45449460-45450658,0.842295,0.491525,red
chr19-45457503-45458701,0.0370522,0.118841,red
chr19-45503688-45504886,0.315701,0.62,blue
chr19-45541298-45542496,0.379724,0.436975,red
chr19-45579648-45580846,0.19606,0.371429,red
chr19-45581520-45582718,0.270216,0.267123,red
chr19-45595220-45596418,0.01482,0.0918605,red
chr19-45663210-45664408,0.586088,0.573284,red
chr19-45681003-45682201,0.00830997,0.0732452,red
