region	MM	PDR
chr19-44258944-44260142	0.0859822	0.211488
chr19-44285211-44286409	0.451934	0.526171
chr19-44306415-44307613	0.6771	0.632353
chr19-44330444-44331642	0.296589	0.445087
chr19-44439213-44440411	0.048771	0.0700637
chr19-44454397-44455595	0.160344	0.187943
chr19-44487346-44488544	0.10655	0.0954357
chr19-44506100-44507298	0.113877	0.0799397
chr19-44528506-44529704	0.294861	0.128947
chr19-44528552-44529750	0.270851	0.127182
chr19-44555162-44556360	0.0930599	0.25265
chr19-44575297-44576495	0.150864	0.18693
chr19-44597545-44598743	0.0454858	0.0834951
chr19-44616511-44617709	0.0210172	0.0826033
chr19-44644759-44645957	0.109928	0.091314
chr19-44668308-44669506	0.0748055	0.0367647
chr19-44715691-44716889	0.149038	0.273267
chr19-44763076-44764274	0.187515	0.310078
chr19-44808980-44810178	0.366323	0.345477
chr19-44860634-44861832	0.228515	0.375932
chr19-44905557-44906755	0.246235	0.328467
chr19-44905576-44906774	0.257077	0.325581
chr19-44952467-44953665	0.164532	0.326226
chr19-45004376-45005574	0.167725	0.322157
chr19-45115940-45117138	0.786756	0.565421
chr19-45146098-45147296	0.252855	0.350746
chr19-45173994-45175192	0.727524	0.346939
chr19-45201421-45202619	0.798329	0.549618
chr19-45250804-45252002	0.0068323	0.0656109
chr19-45280126-45281324	0.337306	0.437137
chr19-45311360-45312558	0.0472618	0.271318
chr19-45348783-45349981	0.0172483	0.113074
chr19-45393493-45394691	0.00907618	0.0776081
chr19-45408011-45409209	0.300984	0.549669
chr19-45416504-45417702	0.542766	0.746535
chr19-45444495-45445693	0.892644	0.404412
chr19-45444495-45445693	0.892644	0.404412
chr19-45449460-45450658	0.842295	0.491525
chr19-45457503-45458701	0.0370522	0.118841
chr19-45503688-45504886	0.315701	0.62
chr19-45541298-45542496	0.379724	0.436975
chr19-45579648-45580846	0.19606	0.371429
chr19-45581520-45582718	0.270216	0.267123
chr19-45595220-45596418	0.01482	0.0918605
chr19-45663210-45664408	0.586088	0.573284
chr19-45681003-45682201	0.00830997	0.0732452
chr19-45681297-45682495	0.00441436	0.046841
chr19-45737271-45738469	0.465648	0.590361
chr19-45753516-45754714	0.174444	0.275862
chr19-45826037-45827235	0.19317	0.492813
chr19-45843011-45844209	0.343018	0.515658
chr19-45873678-45874876	0.200113	0.293542
chr19-45908467-45909665	0.00816604	0.0650685
chr19-45909409-45910607	0.00650946	0.0603774
chr19-45926626-45927824	0.0130699	0.0824427
chr19-45970253-45971451	0.013658	0.0796748
chr19-46000121-46001319	0.167892	0.425569
chr19-46000731-46001929	0.16944	0.472486
chr19-46009674-46010872	0.0256167	0.0642202
chr19-46087902-46089100	0.0771481	0.0743802
chr19-46105268-46106466	0.350909	0.5125
chr19-46148689-46149887	0.0584806	0.177746
chr19-46170502-46171700	0.467603	0.356757
chr19-46194741-46195939	0.0117071	0.0723684
chr19-46195393-46196591	0.00556279	0.0480519
chr19-46233964-46235162	0.484112	0.290837
chr19-46235509-46236707	0.900557	0.526899
chr19-46272286-46273484	0.0312246	0.0615616
chr19-46283663-46284861	0.330332	0.517647
chr19-46288773-46289971	0.884688	0.520492
chr19-46295862-46297060	0.0616255	0.125413
chr19-46318379-46319577	0.55248	0.7075
chr19-46366350-46367548	0.0310302	0.203216
chr19-46366518-46367716	0.0343857	0.229692
chr19-46389178-46390376	0.00981121	0.0706714
chr19-46405664-46406862	0.0425136	0.191316
chr19-46417838-46419036	0.721383	0.517857
chr19-46476606-46477804	0.25509	0.557957
chr19-46497725-46498923	0.0191744	0.0599251
chr19-46526125-46527323	0.467136	0.733677
chr19-46650039-46651237	0.68544	0.483516
chr19-46732009-46733207	0.623083	0.733333
chr19-46799303-46800501	0.0836742	0.285714
chr19-46849251-46850449	0.224149	0.25082
chr19-46916643-46917841	0.413659	0.425466
chr19-47103493-47104691	0.0208844	0.111486
chr19-47128177-47129375	0.542664	0.522184
chr19-47137744-47138942	0.0939664	0.313043
chr19-47164197-47165395	0.0096166	0.0779817
chr19-47220186-47221384	0.033831	0.163842
chr19-47248303-47249501	0.0299244	0.118712
chr19-47249940-47251138	0.435811	0.443038
chr19-47291653-47292851	0.173118	0.348259
chr19-47354051-47355249	0.484	0.341573
chr19-47420933-47422131	0.866707	0.431416
chr19-47522077-47523275	0.229114	0.495449
chr19-47551690-47552888	0.124838	0.329915
chr19-47616811-47618009	0.205712	0.223966
chr19-47633120-47634318	0.169716	0.292969
chr19-47735825-47737023	0.511336	0.42562
chr19-47758716-47759914	0.486578	0.482412
chr19-47777142-47778340	0.00945378	0.0841346
chr19-47812131-47813329	0.515938	0.769231
chr19-47834404-47835602	0.561267	0.736967
chr19-47851538-47852736	0.213664	0.321131
chr19-47922347-47923545	0.108718	0.459948
chr19-47975227-47976425	0.589719	0.368421
chr19-47987327-47988525	0.159781	0.277487
chr19-48018299-48019497	0.0671386	0.273217
chr19-48058915-48060113	0.861992	0.380567
chr19-48110453-48111651	0.274679	0.373313
chr19-48215600-48216798	0.307273	0.401709
chr19-48247779-48248977	0.251921	0.180987
chr19-48280829-48282027	0.223345	0.337349
chr19-48306748-48307946	0.72466	0.647287
chr19-48324097-48325295	0.55607	0.612903
chr19-48389456-48390654	0.660986	0.625571
chr19-48495229-48496427	0.79159	0.489655
chr19-48547112-48548310	0.743407	0.61
chr19-48613876-48615074	0.491474	0.486486
chr19-48672949-48674147	0.0066896	0.0898876
chr19-48673662-48674860	0.137525	0.253112
chr19-48744122-48745320	0.901924	0.288
chr19-48772359-48773557	0.776417	0.430556
chr19-48823134-48824332	0.399269	0.62089
chr19-48827582-48828780	0.518891	0.454545
chr19-48866652-48867850	0.0092424	0.0691489
chr19-48867296-48868494	0.109811	0.125341
chr19-48894612-48895810	0.111943	0.173729
chr19-48897132-48898330	0.0332509	0.206186
chr19-48948030-48949228	0.0452114	0.10177
chr19-48963506-48964704	0.926126	0.293737
chr19-48968094-48969292	0.855228	0.421053
chr19-48971289-48972487	0.131444	0.318584
chr19-49016248-49017446	0.114259	0.413631
chr19-49054332-49055530	0.506299	0.521385
chr19-49109000-49110198	0.839269	0.545692
chr19-49116621-49117819	0.677911	0.718797
chr19-49121548-49122746	0.00842825	0.0723684
chr19-49122595-49123793	0.0383783	0.0415335
chr19-49140497-49141695	0.00693897	0.0479452
chr19-49149371-49150569	0.0462168	0.0466102
chr19-49176066-49177264	0.815561	0.71964
chr19-49198232-49199430	0.565647	0.497475
chr19-49222780-49223978	0.476262	0.558029
chr19-49243780-49244978	0.376785	0.589147
chr19-49249968-49251166	0.512165	0.535368
chr19-49257816-49259014	0.750322	0.548611
chr19-49258449-49259647	0.831492	0.487738
chr19-49314079-49315277	0.103708	0.336523
chr19-49339737-49340935	0.245748	0.426829
chr19-49371691-49372889	0.559839	0.594444
chr19-49374649-49375847	0.288952	0.283267
chr19-49401792-49402990	0.912083	0.412587
chr19-49402307-49403505	0.423132	0.338374
chr19-49435939-49437137	0.11708	0.0695652
chr19-49457186-49458384	0.086405	0.141631
chr19-49467558-49468756	0.579581	0.114162
chr19-49495705-49496903	0.0125	0.0492537
chr19-49496368-49497566	0.0110135	0.0571827
chr19-49520140-49521338	0.221723	0.343066
chr19-49527392-49528590	0.766315	0.683168
chr19-49539875-49541073	0.726467	0.744094
chr19-49546141-49547339	0.728025	0.757511
chr19-49552165-49553363	0.718664	0.783019
chr19-49561919-49563117	0.634869	0.595285
chr19-49566926-49568124	0.253412	0.4375
chr19-49576000-49577198	0.472261	0.672945
chr19-49587680-49588878	0.160817	0.296131
chr19-49616618-49617816	0.163743	0.224824
chr19-49621646-49622844	0.01352	0.125
chr19-49622199-49623397	0.00720415	0.115607
chr19-49658483-49659681	0.607079	0.717647
chr19-49659998-49661196	0.0306569	0.0941176
chr19-49828284-49829482	0.891837	0.458955
chr19-49837657-49838855	0.682028	0.43956
chr19-49864554-49865752	0.0317179	0.146245
chr19-49865851-49867049	0.0258844	0.127941
chr19-49890475-49891673	0.701718	0.665625
chr19-49926006-49927204	0.0929737	0.407543
chr19-49926500-49927698	0.238467	0.491557
chr19-49944610-49945808	0.16384	0.480916
chr19-49954869-49956067	0.142393	0.26443
chr19-49955426-49956624	0.156511	0.394584
chr19-49976818-49978016	0.15563	0.253448
chr19-49989811-49991009	0.240911	0.266082
chr19-49998631-49999829	0.225385	0.329143
chr19-50014536-50015734	0.377087	0.442815
chr19-50029875-50031073	0.617566	0.422287
chr19-50083583-50084781	0.110306	0.273517
chr19-50083605-50084803	0.126697	0.273517
chr19-50093900-50095098	0.00694444	0.0566038
chr19-50143260-50144458	0.0157902	0.1
chr19-50144382-50145580	0.0583578	0.262987
chr19-50167823-50169021	0.0158411	0.0357143
chr19-50168861-50170059	0.0614661	0.144904
chr19-50179529-50180727	0.0104026	0.0813793
chr19-50190921-50192119	0.703756	0.673289
chr19-50193373-50194571	0.107329	0.263923
chr19-50266389-50267587	0.885328	0.419149
chr19-50269391-50270589	0.0112822	0.0888031
chr19-50316329-50317527	0.0239198	0.0555556
chr19-50320546-50321744	0.00461133	0.0458515
chr19-50353416-50354614	0.146973	0.378882
chr19-50370624-50371822	0.194723	0.37395
chr19-50379682-50380880	0.00889234	0.0587084
chr19-50381087-50382285	0.20577	0.321033
chr19-50431400-50432598	0.269376	0.321809
chr19-50432563-50433761	0.0406083	0.137795
chr19-50432598-50433796	0.0414267	0.140562
chr19-50464231-50465429	0.729249	0.508197
chr19-50527979-50529177	0.00487863	0.0460705
chr19-50529005-50530203	0.153118	0.240768
chr19-50666254-50667452	0.499198	0.639344
chr19-50705902-50707100	0.192183	0.525126
chr19-50832436-50833634	0.10426	0.352526
chr19-50868889-50870087	0.840058	0.343137
chr19-50878726-50879924	0.333495	0.287172
chr19-50886596-50887794	0.110787	0.305419
chr19-50921195-50922393	0.365253	0.551487
chr19-50935160-50936358	0.0496908	0.213333
chr19-50978756-50979954	0.332961	0.37963
chr19-50979805-50981003	0.168706	0.346715
chr19-51014412-51015610	0.229679	0.28785
chr19-51016944-51018142	0.436671	0.791733
chr19-51054101-51055299	0.148108	0.410667
chr19-51141104-51142302	0.478007	0.800407
chr19-51219997-51221195	0.665253	0.659498
chr19-51225586-51226784	0.488783	0.467775
chr19-51272721-51273919	0.76264	0.699552
chr19-51292672-51293870	0.77606	0.53945
chr19-51326842-51328040	0.563769	0.692308
chr19-51334581-51335779	0.785558	0.521739
chr19-51357171-51358369	0.672103	0.752747
chr19-51375505-51376703	0.773838	0.277108
chr19-51413796-51414994	0.674591	0.690909
chr19-51456146-51457344	0.40208	0.553073
chr19-51472030-51473228	0.46893	0.52514
chr19-51486873-51488071	0.360717	0.540717
chr19-51504662-51505860	0.414577	0.632124
chr19-51512639-51513837	0.377261	0.672727
chr19-51512639-51513837	0.377261	0.672727
chr19-51523084-51524282	0.350678	0.458678
chr19-51530761-51531959	0.498532	0.669967
chr19-51537950-51539148	0.581386	0.649123
chr19-51568169-51569367	0.116812	0.280769
chr19-51587304-51588502	0.763401	0.608491
chr19-51611429-51612627	0.125417	0.217687
chr19-51627165-51628363	0.695089	0.629002
chr19-51644558-51645756	0.699688	0.646566
chr19-51727354-51728552	0.564784	0.565401
chr19-51814102-51815300	0.0951199	0.41573
chr19-51845180-51846378	0.484138	0.783133
chr19-51860162-51861360	0.916424	0.269592
chr19-51872059-51873257	0.847531	0.395349
chr19-51875771-51876969	0.525534	0.761062
chr19-51891011-51892209	0.764292	0.704142
chr19-51920754-51921952	0.467931	0.688525
chr19-51961510-51962708	0.63951	0.655797
chr19-52004845-52006043	0.715965	0.52381
chr19-52034859-52036057	0.296499	0.468401
chr19-52073551-52074749	0.096068	0.0322581
chr19-52133390-52134588	0.526047	0.537736
chr19-52149856-52151054	0.57178	0.457627
chr19-52227023-52228221	0.317035	0.59176
chr19-52265013-52266211	0.797812	0.529126
chr19-52391006-52392204	0.252379	0.435096
chr19-52408066-52409264	0.133966	0.184066
chr19-52429473-52430671	0.115984	0.183698
chr19-52489881-52491079	0.356353	0.197787
chr19-52511251-52512449	0.253602	0.237433
chr19-52531625-52532823	0.0646132	0.0790816
chr19-52551616-52552814	0.0142299	0.0708861
chr19-52598820-52600018	0.234382	0.179487
chr19-52642972-52644170	0.136299	0.224
chr19-52674698-52675896	0.146054	0.154303
chr19-52692292-52693490	0.0233681	0.0965517
chr19-52771824-52773022	0.231359	0.339827
chr19-52799430-52800628	0.115332	0.21755
chr19-52838561-52839759	0.425787	0.348684
chr19-52872204-52873402	0.175138	0.270492
chr19-52900121-52901319	0.184878	0.283372
chr19-52933667-52934865	0.886353	0.329114
chr19-52955829-52957027	0.471614	0.402135
chr19-53029906-53031104	0.111303	0.218462
chr19-53072917-53074115	0.0416514	0.134977
chr19-53140141-53141339	0.170075	0.18552
chr19-53238109-53239307	0.235616	0.278383
chr19-53289818-53291016	0.117046	0.19898
chr19-53324687-53325885	0.274002	0.174312
chr19-53360674-53361872	0.225391	0.308442
chr19-53400615-53401813	0.268048	0.227338
chr19-53465916-53467114	0.0242623	0.0966258
chr19-53516174-53517372	0.879239	0.469565
chr19-53546991-53548189	0.673152	0.663889
chr19-53606489-53607687	0.142208	0.21791
chr19-53635943-53637141	0.216925	0.274699
chr19-53662115-53663313	0.14424	0.137615
chr19-53696411-53697609	0.259574	0.237705
chr19-53757928-53759126	0.242368	0.385836
chr19-53760545-53761743	0.742256	0.669291
chr19-53794677-53795875	0.85194	0.592417
chr19-53836002-53837200	0.124217	0.17515
chr19-53867946-53869144	0.0974647	0.168986
chr19-53897403-53898601	0.194554	0.317716
chr19-53969989-53971187	0.112392	0.242303
chr19-54023278-54024476	0.241666	0.295238
chr19-54134310-54135508	0.828947	0.543762
chr19-54327399-54328597	0.626234	0.590395
chr19-54371660-54372858	0.0174315	0.102293
chr19-54384467-54385665	0.039764	0.181384
chr19-54411589-54412787	0.0744366	0.38587
chr19-54465294-54466492	0.0986977	0.354167
chr19-54494542-54495740	0.280357	0.637838
chr19-54567009-54568207	0.761579	0.603421
chr19-54584436-54585634	0.851337	0.401235
chr19-54603908-54605106	0.811566	0.638743
chr19-54605145-54606343	0.229623	0.482853
chr19-54617837-54619035	0.0889145	0.210069
chr19-54618857-54620055	0.153901	0.346618
chr19-54644112-54645310	0.864352	0.385417
chr19-54663422-54664620	0.0301695	0.11039
chr19-54676746-54677944	0.477949	0.69697
chr19-54693468-54694666	0.00464161	0.0676779
chr19-54693582-54694780	0.00459629	0.0669746
chr19-54703610-54704808	0.373958	0.24758
chr19-54726652-54727850	0.493885	0.857143
chr19-54746442-54747640	0.487052	0.74359
chr19-54760929-54762127	0.686419	0.737069
chr19-54784841-54786039	0.60747	0.586207
chr19-54804067-54805265	0.610526	0.851852
chr19-54824211-54825409	0.840057	0.486395
chr19-54850223-54851421	0.665856	0.649275
chr19-54876366-54877564	0.58571	0.534031
chr19-54925700-54926898	0.314389	0.558747
chr19-54959065-54960263	0.0445752	0.115847
chr19-54974696-54975894	0.00582524	0.0614379
chr19-54984213-54985411	0.267317	0.292818
chr19-55013013-55014211	0.767197	0.480287
chr19-55043008-55044206	0.633829	0.684211
chr19-55083818-55085016	0.453196	0.614173
chr19-55104113-55105311	0.485597	0.675
chr19-55140908-55142106	0.684615	0.574413
chr19-55172579-55173777	0.759947	0.601367
chr19-55234984-55236182	0.858238	0.621622
chr19-55248980-55250178	0.889638	0.554622
chr19-55280263-55281461	0.883131	0.482143
chr19-55314095-55315293	0.744505	0.653061
chr19-55326923-55328121	0.864467	0.529197
chr19-55360898-55362096	0.815864	0.645833
chr19-55384736-55385934	0.681179	0.52973
chr19-55416508-55417706	0.439134	0.755556
chr19-55475620-55476818	0.899644	0.381323
chr19-55477413-55478611	0.814614	0.429967
chr19-55549434-55550632	0.854792	0.446809
chr19-55574346-55575544	0.232	0.27451
chr19-55586269-55587467	0.481079	0.533784
chr19-55628729-55629927	0.0121324	0.102066
chr19-55660524-55661722	0.394771	0.594595
chr19-55668902-55670100	0.523862	0.799283
chr19-55677820-55679018	0.0607507	0.230667
chr19-55691611-55692809	0.276886	0.45953
chr19-55720626-55721824	0.571119	0.72093
chr19-55740434-55741632	0.907404	0.451883
chr19-55770165-55771363	0.0674794	0.226981
chr19-55791530-55792728	0.21365	0.454206
chr19-55794534-55795732	0.45039	0.522727
chr19-55836471-55837669	0.781098	0.533063
chr19-55850221-55851419	0.00587842	0.0653495
chr19-55865881-55867079	0.111988	0.301724
chr19-55874430-55875628	0.796165	0.586207
chr19-55881543-55882741	0.220614	0.352381
chr19-55887204-55888402	0.464165	0.662587
chr19-55895768-55896966	0.0951877	0.242731
chr19-55896300-55897498	0.0153202	0.0888325
chr19-55918947-55920145	0.0767114	0.261682
chr19-55954032-55955230	0.0313152	0.199561
chr19-55972814-55974012	0.0548466	0.181009
chr19-55986699-55987897	0.263143	0.354978
chr19-55995371-55996569	0.358391	0.489362
chr19-55998934-56000132	0.229059	0.41629
chr19-56048258-56049456	0.434372	0.68
chr19-56056711-56057909	0.71069	0.679293
chr19-56091989-56093187	0.181572	0.366995
chr19-56110695-56111893	0.00605214	0.0676692
chr19-56112245-56113443	0.44728	0.288618
chr19-56115771-56116969	0.113157	0.257009
chr19-56135769-56136967	0.0892263	0.2751
chr19-56145825-56147023	0.0869565	0.242836
chr19-56152418-56153616	0.0119311	0.0605381
chr19-56158509-56159707	0.0764526	0.166287
chr19-56165431-56166629	0.0127676	0.0669975
chr19-56186991-56188189	0.173549	0.155807
chr19-56249570-56250768	0.848305	0.472477
chr19-56269380-56270578	0.596237	0.688525
chr19-56279507-56280705	0.718769	0.631579
chr19-56346944-56348142	0.892958	0.463863
chr19-56347930-56349128	0.716693	0.536364
chr19-56443479-56444677	0.79858	0.670807
chr19-56458198-56459396	0.683484	0.752577
chr19-56510092-56511290	0.825902	0.725441
chr19-56632451-56633649	0.0937683	0.336134
chr19-56651556-56652754	0.0701597	0.201365
chr19-56686389-56687587	0.680118	0.807384
chr19-56709091-56710289	0.83982	0.607383
chr19-56712670-56713868	0.688108	0.571429
chr19-56750773-56751971	0.801228	0.616129
chr19-56879554-56880752	0.147216	0.324074
chr19-56904691-56905889	0.152884	0.397742
chr19-56914701-56915899	0.0592593	0.174881
chr19-56988501-56989699	0.0919449	0.274737
chr19-57018212-57019410	0.182268	0.366044
chr19-57049317-57050515	0.119925	0.378766
chr19-57077880-57079078	0.072474	0.202112
chr19-57105668-57106866	0.0555989	0.0766551
chr19-57153513-57154711	0.363532	0.766404
chr19-57182930-57184128	0.239297	0.527531
chr19-57351866-57353064	0.505006	0.448227
chr19-57351899-57353097	0.505638	0.447214
chr19-57630411-57631609	0.860764	0.592866
chr19-57656372-57657570	0.791111	0.45679
chr19-57678613-57679811	0.738452	0.507463
chr19-57701868-57703066	0.246673	0.367619
chr19-57741431-57742629	0.865186	0.533646
chr19-57751260-57752458	0.0558464	0.169632
chr19-57790853-57792051	0.0118243	0.0621118
chr19-57830877-57832075	0.0454636	0.0730337
chr19-57861675-57862873	0.0935558	0.104839
chr19-57873879-57875077	0.0594483	0.102784
chr19-57873934-57875132	0.0589711	0.102725
chr19-57873934-57875132	0.0589711	0.102725
chr19-57900265-57901463	0.15761	0.117043
chr19-57900376-57901574	0.143145	0.108581
chr19-57921547-57922745	0.105544	0.178571
chr19-57945697-57946895	0.159137	0.209938
chr19-57967656-57968854	0.940101	0.240964
chr19-57988673-57989871	0.157568	0.378049
chr19-57988740-57989938	0.163063	0.368914
chr19-57998086-57999284	0.0755947	0.143678
chr19-57998090-57999288	0.0755947	0.143678
chr19-58010309-58011507	0.112567	0.152249
chr19-58037761-58038959	0.143682	0.270833
chr19-58067530-58068728	0.865046	0.483553
chr19-58090097-58091295	0.0495097	0.0833333
chr19-58094510-58095708	0.220067	0.572216
chr19-58110253-58111451	0.210206	0.221359
chr19-58124619-58125817	0.0857143	0.210773
chr19-58143584-58144782	0.186939	0.186047
chr19-58179303-58180501	0.815777	0.535885
chr19-58192347-58193545	0.20295	0.359109
chr19-58192413-58193611	0.194596	0.340347
chr19-58220338-58221536	0.342807	0.460568
chr19-58238794-58239992	0.299541	0.386408
chr19-58257164-58258362	0.24626	0.261194
chr19-58280038-58281236	0.317904	0.296012
chr19-58326083-58327281	0.260839	0.162791
chr19-58330174-58331372	0.04373	0.157975
chr19-58340663-58341861	0.652048	0.539634
chr19-58360225-58361423	0.142999	0.0602007
chr19-58400207-58401405	0.371003	0.346361
chr19-58427746-58428944	0.129359	0.210247
chr19-58446542-58447740	0.377865	0.384266
chr19-58458841-58460039	0.133314	0.219963
chr19-58485704-58486902	0.923339	0.230769
chr19-58514519-58515717	0.346899	0.516266
chr19-58544434-58545632	0.362235	0.583815
chr19-58569607-58570805	0.428287	0.436116
chr19-58629595-58630793	0.447781	0.783505
chr19-58661947-58663145	0.12699	0.262873
chr19-58693396-58694594	0.124131	0.17603
chr19-58739070-58740268	0.079012	0.178782
chr19-58789317-58790515	0.0498396	0.0740741
chr19-58837385-58838583	0.0658121	0.068306
chr19-58864667-58865865	0.863303	0.425676
chr19-58873922-58875120	0.253916	0.387097
chr19-58892191-58893389	0.0785286	0.226496
chr19-58897656-58898854	0.00480226	0.0554871
chr19-58906457-58907655	0.213965	0.533477
chr19-58918992-58920190	0.0433558	0.201413
chr19-58951391-58952589	0.219343	0.44385
chr19-58961971-58963169	0.0537305	0.155515
chr19-58977423-58978621	0.0864679	0.281493
chr19-58986531-58987729	0.0772937	0.194377
chr19-59023234-59024432	0.781173	0.606299
chr19-59031391-59032589	0.285996	0.377816
chr19-59054836-59056034	0.0413909	0.227749
chr19-59065807-59067005	0.0157271	0.106849
chr19-59070129-59071327	0.00686723	0.0509259
chr19-59084744-59085942	0.100465	0.195622
chr2-46187-47385	0.0554943	0.24453
chr2-263867-265065	0.00759556	0.0947075
chr2-263869-265067	0.00760301	0.0949721
chr2-288098-289296	0.0286003	0.300766
chr2-677241-678439	0.0115447	0.0574555
chr2-945554-946752	0.0419481	0.180357
chr2-1416233-1417431	0.87945	0.439628
chr2-1748080-1749278	0.0850968	0.327103
chr2-2334690-2335888	0.738309	0.519231
chr2-3382457-3383655	0.477062	0.24152
chr2-3523309-3524507	0.195479	0.194712
chr2-3595349-3596547	0.946604	0.3
chr2-3606008-3607206	0.220889	0.295626
chr2-3621795-3622993	0.411029	0.273163
chr2-3648496-3649694	0.786045	0.58831
chr2-3704785-3705983	0.832907	0.47491
chr2-3750453-3751651	0.303067	0.668317
chr2-5831799-5832997	0.139031	0.460843
chr2-7005629-7006827	0.0147059	0.09375
chr2-7016796-7017994	0.40499	0.0902256
chr2-7056523-7057721	0.215661	0.426304
chr2-8817975-8819173	0.013034	0.0929204
chr2-8977557-8978755	0.394175	0.326565
chr2-9143744-9144942	0.0432779	0.322917
chr2-9345894-9347092	0.0328012	0.258297
chr2-9562697-9563895	0.00765827	0.0635641
chr2-9563160-9564358	0.00493056	0.0682927
chr2-9613659-9614857	0.118095	0.268908
chr2-9695719-9696917	0.00892755	0.0633562
chr2-9770547-9771745	0.0126488	0.126255
chr2-9982483-9983681	0.153786	0.287744
chr2-10090827-10092025	0.0358118	0.321145
chr2-10182682-10183880	0.166667	0.356863
chr2-10220340-10221538	0.0519329	0.203125
chr2-10261455-10262653	0.0865255	0.278281
chr2-10442826-10444024	0.00506257	0.0832
chr2-10588432-10589630	0.0651542	0.200627
chr2-10829895-10831093	0.128345	0.282092
chr2-10860775-10861973	0.0805146	0.47181
chr2-10952772-10953970	0.193568	0.361035
chr2-11051063-11052261	0.231573	0.411538
chr2-11272179-11273377	0.436931	0.466292
chr2-11294498-11295696	0.101334	0.297398
chr2-11484513-11485711	0.0138223	0.114625
chr2-11606077-11607275	0.120573	0.320552
chr2-11810092-11811290	0.25072	0.58835
chr2-11816721-11817919	0.36032	0.753086
chr2-12856015-12857213	0.0246646	0.130573
chr2-15701256-15702454	0.0170464	0.0356037
chr2-15730302-15731500	0.910978	0.33125
chr2-16079686-16080884	0.0226244	0.157965
chr2-16846904-16848102	0.148744	0.274457
chr2-17699508-17700706	0.0565183	0.162162
chr2-17721427-17722625	0.0432362	0.184084
chr2-17934414-17935612	0.00604202	0.0608808
chr2-17934872-17936070	0.00603455	0.0708283
chr2-17996763-17997961	0.596356	0.4
chr2-18058114-18059312	0.161033	0.368171
chr2-18741748-18742946	0.149425	0.0646154
chr2-19556479-19557677	0.243035	0.5
chr2-20101549-20102747	0.013145	0.0556174
chr2-20189694-20190892	0.0850368	0.304221
chr2-20212257-20213455	0.192547	0.385797
chr2-20251591-20252789	0.0303655	0.0812274
chr2-20424996-20426194	0.218446	0.345496
chr2-20526946-20528144	0.837006	0.309783
chr2-20645835-20647033	0.0696529	0.247423
chr2-20850651-20851849	0.0941358	0.19337
chr2-20865424-20866622	0.0351044	0.237838
chr2-21022676-21023874	0.244012	0.212121
chr2-21266747-21267945	0.412278	0.547584
chr2-23607088-23608286	0.17959	0.36714
chr2-24149786-24150984	0.0255122	0.142292
chr2-24162289-24163487	0.0247387	0.139205
chr2-24231951-24233149	0.241341	0.425872
chr2-24270025-24271223	0.197019	0.266043
chr2-24271584-24272782	0.120188	0.384058
chr2-24299115-24300313	0.015393	0.0888575
chr2-24307853-24309051	0.595034	0.386847
chr2-24346149-24347347	0.0161305	0.12069
chr2-24583385-24584583	0.393039	0.228614
chr2-24713801-24714999	0.0065842	0.0968421
chr2-25015014-25016212	0.0885178	0.0664137
chr2-25016053-25017251	0.0327974	0.0981241
chr2-25142510-25143708	0.00585576	0.11336
chr2-25194765-25195963	0.00357607	0.0420168
chr2-25263999-25265197	0.0568215	0.218274
chr2-25391574-25392772	0.245892	0.510917
chr2-25565261-25566459	0.341498	0.420032
chr2-25896305-25897503	0.0530717	0.213983
chr2-26101187-26102385	0.107184	0.104956
chr2-26205168-26206366	0.175613	0.312796
chr2-26255979-26257177	0.0293934	0.0664452
chr2-26394960-26396158	0.181842	0.441909
chr2-26466763-26467961	0.00560475	0.0496614
chr2-26467396-26468594	0.00479028	0.0472813
chr2-26541719-26542917	0.640294	0.5
chr2-26567982-26569180	0.00514114	0.0471597
chr2-26623784-26624982	0.315552	0.368421
chr2-26781368-26782566	0.478745	0.706731
chr2-26784450-26785648	0.248677	0.333841
chr2-26914619-26915817	0.149148	0.46506
chr2-26986156-26987354	0.346808	0.39307
chr2-27007865-27009063	0.0711152	0.124829
chr2-27069969-27071167	0.0344654	0.27218
chr2-27192480-27193678	0.247306	0.398261
chr2-27254822-27256020	0.0441535	0.138053
chr2-27273549-27274747	0.00518951	0.0481444
chr2-27294443-27295641	0.0265275	0.156306
chr2-27300435-27301633	0.564183	0.518382
chr2-27308615-27309813	0.0380371	0.101235
chr2-27341773-27342971	0.362242	0.376682
chr2-27345703-27346901	0.272227	0.30086
chr2-27357345-27358543	0.291645	0.423216
chr2-27370872-27372070	0.748099	0.545614
chr2-27433895-27435093	0.0816551	0.165007
chr2-27434956-27436154	0.0305985	0.126168
chr2-27439258-27440456	0.279597	0.220884
chr2-27485929-27487127	0.0281727	0.189511
chr2-27497289-27498487	0.833209	0.652466
chr2-27504330-27505528	0.66354	0.540816
chr2-27531115-27532313	0.550795	0.434535
chr2-27545771-27546969	0.0293842	0.040678
chr2-27579161-27580359	0.011833	0.0704042
chr2-27592389-27593587	0.00794318	0.07109
chr2-27592682-27593880	0.00699869	0.0667311
chr2-27603394-27604592	0.223502	0.312404
chr2-27632356-27633554	0.254514	0.252907
chr2-27649657-27650855	0.700159	0.581649
chr2-27664233-27665431	0.535048	0.496894
chr2-27712426-27713624	0.220322	0.169034
chr2-27717914-27719112	0.0810491	0.191489
chr2-27718709-27719907	0.627101	0.769231
chr2-27804897-27806095	0.352153	0.229665
chr2-27850863-27852061	0.0214465	0.0546624
